RX Date/Time,Group/Time,Group/New Plot
2025/11/16 23:44:47::194,666062422,274.846
2025/11/16 23:44:47::194,666062425,272.428
2025/11/16 23:44:47::194,666062427,274.040
2025/11/16 23:44:47::194,666062430,274.846
2025/11/16 23:44:47::194,666062433,277.264
2025/11/16 23:44:47::194,666062435,274.846
2025/11/16 23:44:47::194,666062438,277.264
2025/11/16 23:44:47::194,666062441,278.070
2025/11/16 23:44:47::194,666062443,278.876
2025/11/16 23:44:47::194,666062446,278.876
2025/11/16 23:44:47::194,666062448,279.682
2025/11/16 23:44:47::194,666062455,274.846
2025/11/16 23:44:47::194,666062458,282.100
2025/11/16 23:44:47::196,666065409,240.994
2025/11/16 23:44:47::196,666065412,248.248
2025/11/16 23:44:47::196,666065414,257.114
2025/11/16 23:44:47::196,666065417,255.502
2025/11/16 23:44:47::196,666065420,269.204
2025/11/16 23:44:47::196,666065422,268.398
2025/11/16 23:44:47::196,666065425,272.428
2025/11/16 23:44:47::197,666065428,272.428
2025/11/16 23:44:47::197,666065430,274.040
2025/11/16 23:44:47::197,666065433,274.846
2025/11/16 23:44:47::197,666065435,277.264
2025/11/16 23:44:47::197,666065438,277.264
2025/11/16 23:44:47::197,666065441,277.264
2025/11/16 23:44:47::197,666065443,277.264
2025/11/16 23:44:47::197,666065446,278.876
2025/11/16 23:44:47::197,666065455,271.622
2025/11/16 23:44:47::197,666065457,272.428
2025/11/16 23:44:47::197,666065460,279.682
2025/11/16 23:44:47::197,666065462,278.070
2025/11/16 23:44:47::197,666065465,278.070
2025/11/16 23:44:47::199,666068403,241.800
2025/11/16 23:44:47::199,666068405,249.860
2025/11/16 23:44:47::199,666068408,255.502
2025/11/16 23:44:47::199,666068411,259.532
2025/11/16 23:44:47::199,666068413,265.174
2025/11/16 23:44:47::199,666068416,266.786
2025/11/16 23:44:47::199,666068418,269.204
2025/11/16 23:44:47::200,666068421,275.652
2025/11/16 23:44:47::200,666068424,267.592
2025/11/16 23:44:47::200,666068426,274.846
2025/11/16 23:44:47::200,666068429,277.264
2025/11/16 23:44:47::200,666068432,278.070
2025/11/16 23:44:47::200,666068434,278.876
2025/11/16 23:44:47::200,666068437,278.876
2025/11/16 23:44:47::200,666068439,278.876
2025/11/16 23:44:47::200,666068442,279.682
2025/11/16 23:44:47::200,666068445,279.682
2025/11/16 23:44:47::200,666068447,278.876
2025/11/16 23:44:47::200,666068455,274.040
2025/11/16 23:44:47::200,666068457,277.264
2025/11/16 23:44:47::202,666071391,233.740
2025/11/16 23:44:47::202,666071394,245.024
2025/11/16 23:44:47::202,666071396,250.666
2025/11/16 23:44:47::202,666071399,257.114
2025/11/16 23:44:47::202,666071402,261.950
2025/11/16 23:44:47::202,666071404,265.174
2025/11/16 23:44:47::202,666071407,267.592
2025/11/16 23:44:47::203,666071409,270.816
2025/11/16 23:44:47::203,666071412,270.816
2025/11/16 23:44:47::203,666071415,272.428
2025/11/16 23:44:47::203,666071417,274.040
2025/11/16 23:44:47::203,666071420,274.040
2025/11/16 23:44:47::203,666071422,274.846
2025/11/16 23:44:47::203,666071425,275.652
2025/11/16 23:44:47::203,666071428,277.264
2025/11/16 23:44:47::203,666071430,272.428
2025/11/16 23:44:47::203,666071433,279.682
2025/11/16 23:44:47::203,666071436,282.100
2025/11/16 23:44:47::203,666071438,279.682
2025/11/16 23:44:47::203,666071441,278.876
2025/11/16 23:44:47::205,666074405,207.948
2025/11/16 23:44:47::205,666074407,221.650
2025/11/16 23:44:47::205,666074410,232.934
2025/11/16 23:44:47::205,666074413,240.188
2025/11/16 23:44:47::205,666074415,251.472
2025/11/16 23:44:47::205,666074418,257.920
2025/11/16 23:44:47::205,666074420,258.726
2025/11/16 23:44:47::206,666074423,261.950
2025/11/16 23:44:47::206,666074426,265.980
2025/11/16 23:44:47::206,666074428,269.204
2025/11/16 23:44:47::206,666074431,269.204
2025/11/16 23:44:47::206,666074433,271.622
2025/11/16 23:44:47::206,666074436,272.428
2025/11/16 23:44:47::206,666074439,273.234
2025/11/16 23:44:47::206,666074441,272.428
2025/11/16 23:44:47::206,666074444,274.040
2025/11/16 23:44:47::206,666074447,274.846
2025/11/16 23:44:47::206,666074455,267.592
2025/11/16 23:44:47::206,666074458,274.040
2025/11/16 23:44:47::206,666074460,273.234
2025/11/16 23:44:47::223,666077396,214.396
2025/11/16 23:44:47::223,666077398,227.292
2025/11/16 23:44:47::223,666077401,235.352
2025/11/16 23:44:47::223,666077404,245.024
2025/11/16 23:44:47::223,666077406,249.860
2025/11/16 23:44:47::223,666077409,254.696
2025/11/16 23:44:47::223,666077412,259.532
2025/11/16 23:44:47::223,666077414,265.174
2025/11/16 23:44:47::223,666077417,264.368
2025/11/16 23:44:47::223,666077419,265.980
2025/11/16 23:44:47::223,666077422,269.204
2025/11/16 23:44:47::223,666077425,270.816
2025/11/16 23:44:47::223,666077427,270.816
2025/11/16 23:44:47::223,666077430,272.428
2025/11/16 23:44:47::223,666077433,277.264
2025/11/16 23:44:47::223,666077435,279.682
2025/11/16 23:44:47::223,666077438,273.234
2025/11/16 23:44:47::223,666077441,277.264
2025/11/16 23:44:47::223,666077443,278.070
2025/11/16 23:44:47::223,666077446,277.264
2025/11/16 23:44:47::223,666080392,226.486
2025/11/16 23:44:47::223,666080395,236.158
2025/11/16 23:44:47::223,666080397,248.248
2025/11/16 23:44:47::223,666080400,246.636
2025/11/16 23:44:47::223,666080402,262.756
2025/11/16 23:44:47::223,666080405,257.920
2025/11/16 23:44:47::223,666080408,265.980
2025/11/16 23:44:47::223,666080410,267.592
2025/11/16 23:44:47::223,666080413,269.204
2025/11/16 23:44:47::223,666080416,271.622
2025/11/16 23:44:47::223,666080418,272.428
2025/11/16 23:44:47::223,666080421,272.428
2025/11/16 23:44:47::223,666080424,274.846
2025/11/16 23:44:47::223,666080426,277.264
2025/11/16 23:44:47::223,666080429,274.846
2025/11/16 23:44:47::223,666080431,278.070
2025/11/16 23:44:47::223,666080434,270.816
2025/11/16 23:44:47::223,666080437,271.622
2025/11/16 23:44:47::223,666080439,281.294
2025/11/16 23:44:47::223,666080442,278.876
2025/11/16 23:44:47::223,666083378,249.054
2025/11/16 23:44:47::223,666083380,247.442
2025/11/16 23:44:47::223,666083383,253.084
2025/11/16 23:44:47::223,666083386,259.532
2025/11/16 23:44:47::223,666083388,263.562
2025/11/16 23:44:47::223,666083391,265.980
2025/11/16 23:44:47::223,666083393,269.204
2025/11/16 23:44:47::223,666083396,271.622
2025/11/16 23:44:47::223,666083399,272.428
2025/11/16 23:44:47::223,666083401,268.398
2025/11/16 23:44:47::223,666083404,275.652
2025/11/16 23:44:47::224,666083406,280.488
2025/11/16 23:44:47::224,666083409,275.652
2025/11/16 23:44:47::224,666083412,278.070
2025/11/16 23:44:47::224,666083414,279.682
2025/11/16 23:44:47::224,666083417,283.712
2025/11/16 23:44:47::224,666083419,279.682
2025/11/16 23:44:47::224,666083422,279.682
2025/11/16 23:44:47::224,666083425,280.488
2025/11/16 23:44:47::224,666083427,280.488
2025/11/16 23:44:47::225,666086373,235.352
2025/11/16 23:44:47::225,666086376,249.860
2025/11/16 23:44:47::225,666086378,261.950
2025/11/16 23:44:47::225,666086381,261.144
2025/11/16 23:44:47::225,666086384,265.174
2025/11/16 23:44:47::225,666086386,268.398
2025/11/16 23:44:47::225,666086389,270.010
2025/11/16 23:44:47::225,666086392,271.622
2025/11/16 23:44:47::225,666086394,274.040
2025/11/16 23:44:47::225,666086397,274.040
2025/11/16 23:44:47::225,666086399,275.652
2025/11/16 23:44:47::225,666086402,276.458
2025/11/16 23:44:47::225,666086405,278.070
2025/11/16 23:44:47::225,666086407,277.264
2025/11/16 23:44:47::225,666086410,278.876
2025/11/16 23:44:47::225,666086412,283.712
2025/11/16 23:44:47::225,666086415,274.846
2025/11/16 23:44:47::225,666086418,284.518
2025/11/16 23:44:47::225,666086420,282.100
2025/11/16 23:44:47::225,666086423,282.100
2025/11/16 23:44:47::225,666089390,236.158
2025/11/16 23:44:47::225,666089392,245.024
2025/11/16 23:44:47::225,666089395,253.084
2025/11/16 23:44:47::225,666089398,261.144
2025/11/16 23:44:47::225,666089400,265.980
2025/11/16 23:44:47::225,666089403,266.786
2025/11/16 23:44:47::225,666089406,270.816
2025/11/16 23:44:47::225,666089408,268.398
2025/11/16 23:44:47::225,666089411,274.040
2025/11/16 23:44:47::225,666089413,274.040
2025/11/16 23:44:47::225,666089416,274.846
2025/11/16 23:44:47::225,666089419,275.652
2025/11/16 23:44:47::225,666089421,278.070
2025/11/16 23:44:47::225,666089424,277.264
2025/11/16 23:44:47::225,666089427,280.488
2025/11/16 23:44:47::225,666089429,278.876
2025/11/16 23:44:47::225,666089432,278.876
2025/11/16 23:44:47::225,666089434,279.682
2025/11/16 23:44:47::225,666089437,283.712
2025/11/16 23:44:47::225,666089440,283.712
2025/11/16 23:44:47::225,666092407,223.262
2025/11/16 23:44:47::225,666092409,234.546
2025/11/16 23:44:47::225,666092412,243.412
2025/11/16 23:44:47::225,666092415,249.054
2025/11/16 23:44:47::225,666092417,254.696
2025/11/16 23:44:47::225,666092420,258.726
2025/11/16 23:44:47::225,666092422,261.950
2025/11/16 23:44:47::225,666092425,266.786
2025/11/16 23:44:47::225,666092428,265.174
2025/11/16 23:44:47::225,666092430,268.398
2025/11/16 23:44:47::225,666092433,279.682
2025/11/16 23:44:47::225,666092436,269.204
2025/11/16 23:44:47::225,666092438,278.070
2025/11/16 23:44:47::225,666092441,278.876
2025/11/16 23:44:47::225,666092443,278.070
2025/11/16 23:44:47::225,666092446,276.458
2025/11/16 23:44:47::225,666092455,269.204
2025/11/16 23:44:47::225,666092457,271.622
2025/11/16 23:44:47::225,666092460,271.622
2025/11/16 23:44:47::225,666092462,274.040
2025/11/16 23:44:47::226,666095380,208.754
2025/11/16 23:44:47::226,666095382,221.650
2025/11/16 23:44:47::226,666095385,231.322
2025/11/16 23:44:47::226,666095388,240.994
2025/11/16 23:44:47::226,666095390,248.248
2025/11/16 23:44:47::226,666095393,253.084
2025/11/16 23:44:47::226,666095395,256.308
2025/11/16 23:44:47::226,666095398,260.338
2025/11/16 23:44:47::226,666095401,257.114
2025/11/16 23:44:47::226,666095403,265.980
2025/11/16 23:44:47::226,666095406,273.234
2025/11/16 23:44:47::227,666095409,272.428
2025/11/16 23:44:47::227,666095411,272.428
2025/11/16 23:44:47::227,666095414,272.428
2025/11/16 23:44:47::227,666095416,275.652
2025/11/16 23:44:47::227,666095419,274.846
2025/11/16 23:44:47::227,666095422,275.652
2025/11/16 23:44:47::227,666095424,275.652
2025/11/16 23:44:47::227,666095427,275.652
2025/11/16 23:44:47::227,666095429,277.264
2025/11/16 23:44:47::228,666098385,213.590
2025/11/16 23:44:47::229,666098387,225.680
2025/11/16 23:44:47::229,666098390,229.710
2025/11/16 23:44:47::229,666098392,244.218
2025/11/16 23:44:47::229,666098395,253.890
2025/11/16 23:44:47::229,666098398,251.472
2025/11/16 23:44:47::229,666098400,260.338
2025/11/16 23:44:47::230,666098403,264.368
2025/11/16 23:44:47::230,666098406,266.786
2025/11/16 23:44:47::230,666098408,268.398
2025/11/16 23:44:47::230,666098411,268.398
2025/11/16 23:44:47::230,666098413,271.622
2025/11/16 23:44:47::230,666098416,271.622
2025/11/16 23:44:47::230,666098419,274.040
2025/11/16 23:44:47::230,666098421,274.040
2025/11/16 23:44:47::230,666098424,275.652
2025/11/16 23:44:47::230,666098427,275.652
2025/11/16 23:44:47::230,666098429,274.846
2025/11/16 23:44:47::230,666098432,280.488
2025/11/16 23:44:47::230,666098434,281.294
2025/11/16 23:44:47::231,666101384,225.680
2025/11/16 23:44:47::232,666101386,241.800
2025/11/16 23:44:47::232,666101389,248.248
2025/11/16 23:44:47::232,666101391,254.696
2025/11/16 23:44:47::232,666101394,259.532
2025/11/16 23:44:47::232,666101397,261.950
2025/11/16 23:44:47::232,666101399,267.592
2025/11/16 23:44:47::233,666101402,269.204
2025/11/16 23:44:47::233,666101405,269.204
2025/11/16 23:44:47::233,666101407,270.816
2025/11/16 23:44:47::233,666101410,272.428
2025/11/16 23:44:47::233,666101413,273.234
2025/11/16 23:44:47::233,666101415,274.846
2025/11/16 23:44:47::233,666101418,274.846
2025/11/16 23:44:47::233,666101421,282.100
2025/11/16 23:44:47::233,666101423,281.294
2025/11/16 23:44:47::233,666101426,278.070
2025/11/16 23:44:47::233,666101428,278.070
2025/11/16 23:44:47::233,666101431,274.846
2025/11/16 23:44:47::233,666101434,278.876
2025/11/16 23:44:47::235,666104398,244.218
2025/11/16 23:44:47::235,666104400,250.666
2025/11/16 23:44:47::235,666104403,255.502
2025/11/16 23:44:47::235,666104406,260.338
2025/11/16 23:44:47::235,666104408,265.174
2025/11/16 23:44:47::235,666104411,267.592
2025/11/16 23:44:47::235,666104413,269.204
2025/11/16 23:44:47::236,666104416,272.428
2025/11/16 23:44:47::236,666104419,275.652
2025/11/16 23:44:47::236,666104421,274.846
2025/11/16 23:44:47::236,666104424,280.488
2025/11/16 23:44:47::236,666104427,274.040
2025/11/16 23:44:47::236,666104429,278.876
2025/11/16 23:44:47::236,666104432,278.876
2025/11/16 23:44:47::236,666104435,279.682
2025/11/16 23:44:47::236,666104437,280.488
2025/11/16 23:44:47::236,666104440,279.682
2025/11/16 23:44:47::236,666104442,279.682
2025/11/16 23:44:47::236,666104445,280.488
2025/11/16 23:44:47::236,666104448,280.488
2025/11/16 23:44:47::237,666107403,240.188
2025/11/16 23:44:47::238,666107405,249.054
2025/11/16 23:44:47::238,666107408,255.502
2025/11/16 23:44:47::238,666107411,259.532
2025/11/16 23:44:47::238,666107413,265.174
2025/11/16 23:44:47::238,666107416,266.786
2025/11/16 23:44:47::238,666107419,268.398
2025/11/16 23:44:47::239,666107421,273.234
2025/11/16 23:44:47::239,666107424,272.428
2025/11/16 23:44:47::239,666107426,278.070
2025/11/16 23:44:47::239,666107429,278.070
2025/11/16 23:44:47::239,666107432,281.294
2025/11/16 23:44:47::239,666107434,279.682
2025/11/16 23:44:47::239,666107437,279.682
2025/11/16 23:44:47::239,666107440,278.876
2025/11/16 23:44:47::239,666107442,278.876
2025/11/16 23:44:47::239,666107445,278.876
2025/11/16 23:44:47::239,666107447,280.488
2025/11/16 23:44:47::239,666107455,274.846
2025/11/16 23:44:47::239,666107457,276.458
2025/11/16 23:44:47::256,666110411,228.904
2025/11/16 23:44:47::256,666110413,241.800
2025/11/16 23:44:47::256,666110416,253.084
2025/11/16 23:44:47::256,666110419,260.338
2025/11/16 23:44:47::256,666110421,261.950
2025/11/16 23:44:47::256,666110424,265.174
2025/11/16 23:44:47::256,666110427,267.592
2025/11/16 23:44:47::256,666110429,269.204
2025/11/16 23:44:47::256,666110432,271.622
2025/11/16 23:44:47::256,666110434,273.234
2025/11/16 23:44:47::256,666110437,274.040
2025/11/16 23:44:47::256,666110440,274.040
2025/11/16 23:44:47::256,666110442,277.264
2025/11/16 23:44:47::256,666110445,277.264
2025/11/16 23:44:47::256,666110448,277.264
2025/11/16 23:44:47::256,666110455,274.040
2025/11/16 23:44:47::256,666110457,269.204
2025/11/16 23:44:47::256,666110460,275.652
2025/11/16 23:44:47::256,666110463,276.458
2025/11/16 23:44:47::256,666110465,278.070
2025/11/16 23:44:47::256,666113395,216.008
2025/11/16 23:44:47::256,666113397,229.710
2025/11/16 23:44:47::256,666113400,238.576
2025/11/16 23:44:47::256,666113403,240.994
2025/11/16 23:44:47::256,666113405,253.084
2025/11/16 23:44:47::256,666113408,258.726
2025/11/16 23:44:47::256,666113411,261.950
2025/11/16 23:44:47::256,666113413,265.174
2025/11/16 23:44:47::256,666113416,265.980
2025/11/16 23:44:47::256,666113418,268.398
2025/11/16 23:44:47::256,666113421,269.204
2025/11/16 23:44:47::256,666113424,272.428
2025/11/16 23:44:47::256,666113426,273.234
2025/11/16 23:44:47::256,666113429,273.234
2025/11/16 23:44:47::256,666113432,286.130
2025/11/16 23:44:47::256,666113434,270.816
2025/11/16 23:44:47::256,666113437,278.876
2025/11/16 23:44:47::256,666113439,276.458
2025/11/16 23:44:47::256,666113442,278.070
2025/11/16 23:44:47::256,666113445,277.264
2025/11/16 23:44:47::256,666116388,209.560
2025/11/16 23:44:47::256,666116390,221.650
2025/11/16 23:44:47::256,666116393,236.158
2025/11/16 23:44:47::256,666116395,243.412
2025/11/16 23:44:47::256,666116398,249.054
2025/11/16 23:44:47::256,666116401,255.502
2025/11/16 23:44:47::256,666116403,258.726
2025/11/16 23:44:47::256,666116406,262.756
2025/11/16 23:44:47::256,666116408,265.980
2025/11/16 23:44:47::256,666116411,267.592
2025/11/16 23:44:47::256,666116414,269.204
2025/11/16 23:44:47::256,666116416,270.816
2025/11/16 23:44:47::256,666116419,271.622
2025/11/16 23:44:47::256,666116422,272.428
2025/11/16 23:44:47::256,666116424,274.040
2025/11/16 23:44:47::256,666116427,278.070
2025/11/16 23:44:47::256,666116429,270.816
2025/11/16 23:44:47::256,666116432,278.876
2025/11/16 23:44:47::256,666116435,271.622
2025/11/16 23:44:47::256,666116437,278.070
2025/11/16 23:44:47::256,666119377,224.068
2025/11/16 23:44:47::256,666119379,233.740
2025/11/16 23:44:47::256,666119382,241.800
2025/11/16 23:44:47::256,666119384,249.054
2025/11/16 23:44:47::256,666119387,255.502
2025/11/16 23:44:47::256,666119390,257.920
2025/11/16 23:44:47::256,666119392,262.756
2025/11/16 23:44:47::256,666119395,265.980
2025/11/16 23:44:47::256,666119397,268.398
2025/11/16 23:44:47::256,666119400,270.010
2025/11/16 23:44:47::256,666119403,265.980
2025/11/16 23:44:47::256,666119405,270.816
2025/11/16 23:44:47::256,666119408,277.264
2025/11/16 23:44:47::256,666119411,275.652
2025/11/16 23:44:47::256,666119413,275.652
2025/11/16 23:44:47::256,666119416,276.458
2025/11/16 23:44:47::256,666119418,278.070
2025/11/16 23:44:47::256,666119421,277.264
2025/11/16 23:44:47::256,666119424,277.264
2025/11/16 23:44:47::256,666119426,277.264
2025/11/16 23:44:47::256,666122402,236.158
2025/11/16 23:44:47::256,666122404,245.830
2025/11/16 23:44:47::256,666122407,252.278
2025/11/16 23:44:47::256,666122410,261.144
2025/11/16 23:44:47::256,666122412,257.114
2025/11/16 23:44:47::256,666122415,265.174
2025/11/16 23:44:47::256,666122417,273.234
2025/11/16 23:44:47::256,666122420,271.622
2025/11/16 23:44:47::256,666122423,273.234
2025/11/16 23:44:47::256,666122425,274.040
2025/11/16 23:44:47::256,666122428,275.652
2025/11/16 23:44:47::256,666122431,275.652
2025/11/16 23:44:47::256,666122433,277.264
2025/11/16 23:44:47::256,666122436,277.264
2025/11/16 23:44:47::256,666122438,278.070
2025/11/16 23:44:47::256,666122441,278.876
2025/11/16 23:44:47::256,666122444,278.876
2025/11/16 23:44:47::256,666122446,278.876
2025/11/16 23:44:47::256,666122455,278.070
2025/11/16 23:44:47::256,666122457,277.264
2025/11/16 23:44:47::256,666125394,243.412
2025/11/16 23:44:47::256,666125396,255.502
2025/11/16 23:44:47::257,666125399,257.920
2025/11/16 23:44:47::257,666125402,261.144
2025/11/16 23:44:47::257,666125404,265.174
2025/11/16 23:44:47::257,666125407,268.398
2025/11/16 23:44:47::257,666125409,270.816
2025/11/16 23:44:47::257,666125412,272.428
2025/11/16 23:44:47::257,666125415,273.234
2025/11/16 23:44:47::257,666125417,274.040
2025/11/16 23:44:47::257,666125420,275.652
2025/11/16 23:44:47::257,666125423,277.264
2025/11/16 23:44:47::257,666125425,278.876
2025/11/16 23:44:47::257,666125428,273.234
2025/11/16 23:44:47::257,666125431,278.876
2025/11/16 23:44:47::257,666125433,274.846
2025/11/16 23:44:47::257,666125436,280.488
2025/11/16 23:44:47::258,666125438,281.294
2025/11/16 23:44:47::258,666125441,280.488
2025/11/16 23:44:47::258,666125444,282.100
2025/11/16 23:44:47::258,666128407,242.606
2025/11/16 23:44:47::259,666128409,249.860
2025/11/16 23:44:47::259,666128412,257.114
2025/11/16 23:44:47::259,666128415,261.144
2025/11/16 23:44:47::259,666128417,266.786
2025/11/16 23:44:47::259,666128420,271.622
2025/11/16 23:44:47::259,666128423,270.816
2025/11/16 23:44:47::259,666128425,272.428
2025/11/16 23:44:47::259,666128428,274.040
2025/11/16 23:44:47::259,666128430,275.652
2025/11/16 23:44:47::259,666128433,280.488
2025/11/16 23:44:47::260,666128436,278.070
2025/11/16 23:44:47::260,666128438,278.876
2025/11/16 23:44:47::260,666128441,279.682
2025/11/16 23:44:47::260,666128444,279.682
2025/11/16 23:44:47::260,666128446,278.876
2025/11/16 23:44:47::260,666128455,273.234
2025/11/16 23:44:47::260,666128457,274.846
2025/11/16 23:44:47::260,666128460,275.652
2025/11/16 23:44:47::260,666128462,276.458
2025/11/16 23:44:47::261,666131394,236.158
2025/11/16 23:44:47::262,666131396,242.606
2025/11/16 23:44:47::262,666131399,249.860
2025/11/16 23:44:47::262,666131402,255.502
2025/11/16 23:44:47::262,666131404,260.338
2025/11/16 23:44:47::262,666131407,262.756
2025/11/16 23:44:47::262,666131410,265.174
2025/11/16 23:44:47::262,666131412,268.398
2025/11/16 23:44:47::263,666131415,270.010
2025/11/16 23:44:47::263,666131418,272.428
2025/11/16 23:44:47::263,666131420,278.070
2025/11/16 23:44:47::263,666131423,270.816
2025/11/16 23:44:47::263,666131425,278.876
2025/11/16 23:44:47::263,666131428,270.816
2025/11/16 23:44:47::263,666131431,278.070
2025/11/16 23:44:47::263,666131433,278.070
2025/11/16 23:44:47::263,666131436,278.876
2025/11/16 23:44:47::263,666131439,278.070
2025/11/16 23:44:47::263,666131441,278.876
2025/11/16 23:44:47::263,666131444,278.070
2025/11/16 23:44:47::264,666134394,210.366
2025/11/16 23:44:47::265,666134396,222.456
2025/11/16 23:44:47::265,666134399,232.934
2025/11/16 23:44:47::265,666134401,241.800
2025/11/16 23:44:47::265,666134404,249.054
2025/11/16 23:44:47::265,666134407,253.084
2025/11/16 23:44:47::265,666134409,257.920
2025/11/16 23:44:47::266,666134412,261.144
2025/11/16 23:44:47::266,666134415,264.368
2025/11/16 23:44:47::266,666134417,266.786
2025/11/16 23:44:47::266,666134420,269.204
2025/11/16 23:44:47::266,666134423,269.204
2025/11/16 23:44:47::266,666134425,273.234
2025/11/16 23:44:47::266,666134428,273.234
2025/11/16 23:44:47::266,666134430,274.040
2025/11/16 23:44:47::266,666134433,274.040
2025/11/16 23:44:47::266,666134436,274.846
2025/11/16 23:44:47::266,666134438,274.846
2025/11/16 23:44:47::266,666134441,274.846
2025/11/16 23:44:47::266,666134444,274.846
2025/11/16 23:44:47::267,666137383,210.366
2025/11/16 23:44:47::268,666137385,223.262
2025/11/16 23:44:47::268,666137388,229.710
2025/11/16 23:44:47::268,666137391,243.412
2025/11/16 23:44:47::268,666137393,253.890
2025/11/16 23:44:47::268,666137396,249.054
2025/11/16 23:44:47::268,666137398,260.338
2025/11/16 23:44:47::268,666137401,264.368
2025/11/16 23:44:47::269,666137404,265.174
2025/11/16 23:44:47::269,666137406,268.398
2025/11/16 23:44:47::269,666137409,269.204
2025/11/16 23:44:47::269,666137412,271.622
2025/11/16 23:44:47::269,666137414,272.428
2025/11/16 23:44:47::269,666137417,274.846
2025/11/16 23:44:47::269,666137420,273.234
2025/11/16 23:44:47::269,666137422,274.040
2025/11/16 23:44:47::269,666137425,274.846
2025/11/16 23:44:47::269,666137427,275.652
2025/11/16 23:44:47::269,666137430,278.070
2025/11/16 23:44:47::269,666137433,281.294
2025/11/16 23:44:47::270,666140377,225.680
2025/11/16 23:44:47::271,666140379,240.188
2025/11/16 23:44:47::271,666140382,246.636
2025/11/16 23:44:47::271,666140385,252.278
2025/11/16 23:44:47::271,666140387,257.920
2025/11/16 23:44:47::271,666140390,262.756
2025/11/16 23:44:47::271,666140393,265.174
2025/11/16 23:44:47::272,666140395,267.592
2025/11/16 23:44:47::272,666140398,270.816
2025/11/16 23:44:47::272,666140400,270.816
2025/11/16 23:44:47::272,666140403,272.428
2025/11/16 23:44:47::272,666140406,275.652
2025/11/16 23:44:47::272,666140408,270.816
2025/11/16 23:44:47::272,666140411,279.682
2025/11/16 23:44:47::272,666140414,277.264
2025/11/16 23:44:47::272,666140416,278.876
2025/11/16 23:44:47::272,666140419,278.070
2025/11/16 23:44:47::272,666140421,278.070
2025/11/16 23:44:47::272,666140424,278.070
2025/11/16 23:44:47::272,666140427,278.876
2025/11/16 23:44:47::289,666143375,240.188
2025/11/16 23:44:47::289,666143377,247.442
2025/11/16 23:44:47::289,666143380,253.890
2025/11/16 23:44:47::289,666143383,258.726
2025/11/16 23:44:47::289,666143385,263.562
2025/11/16 23:44:47::289,666143388,265.980
2025/11/16 23:44:47::289,666143390,268.398
2025/11/16 23:44:47::289,666143393,281.294
2025/11/16 23:44:47::289,666143396,274.040
2025/11/16 23:44:47::289,666143398,278.876
2025/11/16 23:44:47::289,666143401,280.488
2025/11/16 23:44:47::289,666143404,275.652
2025/11/16 23:44:47::289,666143406,278.070
2025/11/16 23:44:47::289,666143409,278.070
2025/11/16 23:44:47::289,666143411,278.876
2025/11/16 23:44:47::289,666143414,279.682
2025/11/16 23:44:47::289,666143417,279.682
2025/11/16 23:44:47::289,666143419,279.682
2025/11/16 23:44:47::289,666143422,281.294
2025/11/16 23:44:47::289,666143425,280.488
2025/11/16 23:44:47::289,666146377,234.546
2025/11/16 23:44:47::289,666146379,245.024
2025/11/16 23:44:47::289,666146382,260.338
2025/11/16 23:44:47::289,666146384,261.950
2025/11/16 23:44:47::289,666146387,265.980
2025/11/16 23:44:47::289,666146390,268.398
2025/11/16 23:44:47::289,666146392,269.204
2025/11/16 23:44:47::289,666146395,272.428
2025/11/16 23:44:47::289,666146398,274.040
2025/11/16 23:44:47::289,666146400,274.846
2025/11/16 23:44:47::289,666146403,274.846
2025/11/16 23:44:47::289,666146406,275.652
2025/11/16 23:44:47::289,666146408,275.652
2025/11/16 23:44:47::289,666146411,278.070
2025/11/16 23:44:47::289,666146413,278.070
2025/11/16 23:44:47::289,666146416,280.488
2025/11/16 23:44:47::289,666146419,284.518
2025/11/16 23:44:47::289,666146421,279.682
2025/11/16 23:44:47::289,666146424,282.100
2025/11/16 23:44:47::289,666146427,280.488
2025/11/16 23:44:47::289,666149384,236.158
2025/11/16 23:44:47::289,666149387,247.442
2025/11/16 23:44:47::289,666149389,255.502
2025/11/16 23:44:47::289,666149392,260.338
2025/11/16 23:44:47::289,666149395,262.756
2025/11/16 23:44:47::289,666149397,265.980
2025/11/16 23:44:47::289,666149400,267.592
2025/11/16 23:44:47::289,666149402,270.816
2025/11/16 23:44:47::289,666149405,271.622
2025/11/16 23:44:47::289,666149408,273.234
2025/11/16 23:44:47::289,666149410,274.040
2025/11/16 23:44:47::289,666149413,275.652
2025/11/16 23:44:47::289,666149416,275.652
2025/11/16 23:44:47::289,666149418,273.234
2025/11/16 23:44:47::289,666149421,283.712
2025/11/16 23:44:47::289,666149424,272.428
2025/11/16 23:44:47::289,666149426,279.682
2025/11/16 23:44:47::289,666149429,280.488
2025/11/16 23:44:47::289,666149431,280.488
2025/11/16 23:44:47::289,666149434,281.294
2025/11/16 23:44:47::289,666152376,222.456
2025/11/16 23:44:47::289,666152378,234.546
2025/11/16 23:44:47::289,666152381,236.964
2025/11/16 23:44:47::289,666152384,249.054
2025/11/16 23:44:47::289,666152386,256.308
2025/11/16 23:44:47::289,666152389,254.696
2025/11/16 23:44:47::289,666152391,264.368
2025/11/16 23:44:47::289,666152394,266.786
2025/11/16 23:44:47::289,666152397,266.786
2025/11/16 23:44:47::289,666152399,269.204
2025/11/16 23:44:47::289,666152402,273.234
2025/11/16 23:44:47::289,666152405,269.204
2025/11/16 23:44:47::289,666152407,274.040
2025/11/16 23:44:47::289,666152410,273.234
