RX Date/Time,Group/Time,Group/New Plot
2025/11/16 23:44:46::771,665624459,278.070
2025/11/16 23:44:46::771,665624462,277.264
2025/11/16 23:44:46::771,665627385,235.352
2025/11/16 23:44:46::771,665627387,249.054
2025/11/16 23:44:46::771,665627390,260.338
2025/11/16 23:44:46::771,665627393,261.950
2025/11/16 23:44:46::771,665627395,265.174
2025/11/16 23:44:46::771,665627398,268.398
2025/11/16 23:44:46::771,665627401,269.204
2025/11/16 23:44:46::771,665627403,272.428
2025/11/16 23:44:46::771,665627406,272.428
2025/11/16 23:44:46::771,665627409,274.040
2025/11/16 23:44:46::771,665627411,277.264
2025/11/16 23:44:46::771,665627414,275.652
2025/11/16 23:44:46::771,665627416,278.070
2025/11/16 23:44:46::771,665627419,279.682
2025/11/16 23:44:46::771,665627422,278.070
2025/11/16 23:44:46::771,665627424,273.234
2025/11/16 23:44:46::771,665627427,280.488
2025/11/16 23:44:46::771,665627430,284.518
2025/11/16 23:44:46::771,665627432,280.488
2025/11/16 23:44:46::771,665627435,280.488
2025/11/16 23:44:46::771,665630346,235.352
2025/11/16 23:44:46::771,665630349,243.412
2025/11/16 23:44:46::771,665630351,250.666
2025/11/16 23:44:46::771,665630354,258.726
2025/11/16 23:44:46::771,665630357,261.144
2025/11/16 23:44:46::771,665630359,265.174
2025/11/16 23:44:46::771,665630362,265.980
2025/11/16 23:44:46::771,665630364,268.398
2025/11/16 23:44:46::771,665630367,271.622
2025/11/16 23:44:46::771,665630370,273.234
2025/11/16 23:44:46::771,665630372,268.398
2025/11/16 23:44:46::771,665630375,274.846
2025/11/16 23:44:46::771,665630378,280.488
2025/11/16 23:44:46::771,665630380,278.070
2025/11/16 23:44:46::771,665630383,278.070
2025/11/16 23:44:46::771,665630386,277.264
2025/11/16 23:44:46::771,665630388,278.876
2025/11/16 23:44:46::771,665630391,278.876
2025/11/16 23:44:46::771,665630393,279.682
2025/11/16 23:44:46::771,665630396,278.070
2025/11/16 23:44:46::771,665633328,217.620
2025/11/16 23:44:46::771,665633330,228.904
2025/11/16 23:44:46::771,665633333,239.382
2025/11/16 23:44:46::771,665633336,246.636
2025/11/16 23:44:46::771,665633338,254.696
2025/11/16 23:44:46::772,665633341,261.950
2025/11/16 23:44:46::772,665633343,263.562
2025/11/16 23:44:46::772,665633346,265.174
2025/11/16 23:44:46::772,665633349,267.592
2025/11/16 23:44:46::772,665633351,269.204
2025/11/16 23:44:46::772,665633354,271.622
2025/11/16 23:44:46::772,665633357,271.622
2025/11/16 23:44:46::772,665633359,272.428
2025/11/16 23:44:46::772,665633362,273.234
2025/11/16 23:44:46::772,665633365,274.846
2025/11/16 23:44:46::772,665633367,275.652
2025/11/16 23:44:46::772,665633370,274.846
2025/11/16 23:44:46::772,665633372,275.652
2025/11/16 23:44:46::772,665633375,270.010
2025/11/16 23:44:46::772,665633378,272.428
2025/11/16 23:44:46::772,665636408,208.754
2025/11/16 23:44:46::772,665636410,220.844
2025/11/16 23:44:46::772,665636413,232.128
2025/11/16 23:44:46::772,665636416,241.800
2025/11/16 23:44:46::772,665636418,248.248
2025/11/16 23:44:46::772,665636421,253.084
2025/11/16 23:44:46::772,665636423,256.308
2025/11/16 23:44:46::772,665636426,261.950
2025/11/16 23:44:46::772,665636429,264.368
2025/11/16 23:44:46::772,665636431,270.816
2025/11/16 23:44:46::772,665636434,264.368
2025/11/16 23:44:46::772,665636436,269.204
2025/11/16 23:44:46::772,665636439,273.234
2025/11/16 23:44:46::772,665636442,274.040
2025/11/16 23:44:46::772,665636444,274.040
2025/11/16 23:44:46::772,665636447,274.846
2025/11/16 23:44:46::772,665636449,275.652
2025/11/16 23:44:46::772,665636457,270.010
2025/11/16 23:44:46::772,665636459,271.622
2025/11/16 23:44:46::772,665636462,274.040
2025/11/16 23:44:46::772,665639393,224.068
2025/11/16 23:44:46::772,665639395,234.546
2025/11/16 23:44:46::772,665639398,240.994
2025/11/16 23:44:46::772,665639401,249.860
2025/11/16 23:44:46::772,665639403,254.696
2025/11/16 23:44:46::772,665639406,260.338
2025/11/16 23:44:46::772,665639408,264.368
2025/11/16 23:44:46::772,665639411,265.174
2025/11/16 23:44:46::772,665639414,266.786
2025/11/16 23:44:46::772,665639416,270.816
2025/11/16 23:44:46::772,665639419,270.816
2025/11/16 23:44:46::772,665639421,273.234
2025/11/16 23:44:46::772,665639424,277.264
2025/11/16 23:44:46::772,665639427,278.070
2025/11/16 23:44:46::772,665639429,275.652
2025/11/16 23:44:46::772,665639432,276.458
2025/11/16 23:44:46::772,665639435,278.876
2025/11/16 23:44:46::772,665639437,277.264
2025/11/16 23:44:46::772,665639440,277.264
2025/11/16 23:44:46::772,665639442,278.876
2025/11/16 23:44:46::772,665642393,232.934
2025/11/16 23:44:46::773,665642395,242.606
2025/11/16 23:44:46::773,665642398,253.084
2025/11/16 23:44:46::773,665642401,260.338
2025/11/16 23:44:46::773,665642403,262.756
2025/11/16 23:44:46::773,665642406,265.174
2025/11/16 23:44:46::773,665642408,268.398
2025/11/16 23:44:46::773,665642411,270.816
2025/11/16 23:44:46::774,665642414,271.622
2025/11/16 23:44:46::774,665642416,273.234
2025/11/16 23:44:46::774,665642419,274.040
2025/11/16 23:44:46::774,665642422,273.234
2025/11/16 23:44:46::774,665642424,275.652
2025/11/16 23:44:46::774,665642427,277.264
2025/11/16 23:44:46::774,665642430,277.264
2025/11/16 23:44:46::774,665642432,278.876
2025/11/16 23:44:46::774,665642435,277.264
2025/11/16 23:44:46::774,665642437,282.100
2025/11/16 23:44:46::774,665642440,278.070
2025/11/16 23:44:46::774,665642443,284.518
2025/11/16 23:44:46::775,665645390,245.830
2025/11/16 23:44:46::776,665645392,246.636
2025/11/16 23:44:46::776,665645395,256.308
2025/11/16 23:44:46::776,665645398,261.144
2025/11/16 23:44:46::776,665645400,265.174
2025/11/16 23:44:46::776,665645403,268.398
2025/11/16 23:44:46::776,665645406,269.204
2025/11/16 23:44:46::776,665645408,272.428
2025/11/16 23:44:46::776,665645411,274.040
2025/11/16 23:44:46::776,665645413,274.846
2025/11/16 23:44:46::776,665645416,275.652
2025/11/16 23:44:46::777,665645419,277.264
2025/11/16 23:44:46::777,665645421,278.070
2025/11/16 23:44:46::777,665645424,272.428
2025/11/16 23:44:46::777,665645427,274.040
2025/11/16 23:44:46::777,665645429,282.100
2025/11/16 23:44:46::777,665645432,279.682
2025/11/16 23:44:46::778,665645435,280.488
2025/11/16 23:44:46::778,665645437,280.488
2025/11/16 23:44:46::778,665645440,280.488
2025/11/16 23:44:46::778,665648408,236.158
2025/11/16 23:44:46::779,665648411,258.726
2025/11/16 23:44:46::779,665648413,257.920
2025/11/16 23:44:46::779,665648416,264.368
2025/11/16 23:44:46::779,665648419,265.980
2025/11/16 23:44:46::779,665648421,269.204
2025/11/16 23:44:46::779,665648424,270.010
2025/11/16 23:44:46::779,665648426,272.428
2025/11/16 23:44:46::779,665648429,274.846
2025/11/16 23:44:46::780,665648432,274.846
2025/11/16 23:44:46::780,665648434,275.652
2025/11/16 23:44:46::780,665648437,277.264
2025/11/16 23:44:46::780,665648440,277.264
2025/11/16 23:44:46::780,665648442,278.876
2025/11/16 23:44:46::780,665648445,278.876
2025/11/16 23:44:46::780,665648447,290.160
2025/11/16 23:44:46::780,665648450,279.682
2025/11/16 23:44:46::780,665648457,277.264
2025/11/16 23:44:46::780,665648459,278.876
2025/11/16 23:44:46::780,665648462,277.264
2025/11/16 23:44:46::782,665651409,232.934
2025/11/16 23:44:46::782,665651411,241.800
2025/11/16 23:44:46::782,665651414,249.054
2025/11/16 23:44:46::782,665651417,254.696
2025/11/16 23:44:46::782,665651419,258.726
2025/11/16 23:44:46::782,665651422,264.368
2025/11/16 23:44:46::782,665651424,266.786
2025/11/16 23:44:46::782,665651427,269.204
2025/11/16 23:44:46::782,665651430,270.816
2025/11/16 23:44:46::782,665651432,274.846
2025/11/16 23:44:46::783,665651435,278.070
2025/11/16 23:44:46::783,665651438,274.846
2025/11/16 23:44:46::783,665651440,277.264
2025/11/16 23:44:46::783,665651443,275.652
2025/11/16 23:44:46::783,665651445,278.070
2025/11/16 23:44:46::783,665651448,277.264
2025/11/16 23:44:46::783,665651457,271.622
2025/11/16 23:44:46::783,665651459,273.234
2025/11/16 23:44:46::783,665651462,274.040
2025/11/16 23:44:46::783,665651464,275.652
2025/11/16 23:44:46::784,665654387,203.918
2025/11/16 23:44:46::785,665654390,224.068
2025/11/16 23:44:46::785,665654392,235.352
2025/11/16 23:44:46::785,665654395,243.412
2025/11/16 23:44:46::785,665654398,249.054
2025/11/16 23:44:46::785,665654400,253.890
2025/11/16 23:44:46::785,665654403,259.532
2025/11/16 23:44:46::785,665654405,261.144
2025/11/16 23:44:46::785,665654408,262.756
2025/11/16 23:44:46::785,665654411,267.592
2025/11/16 23:44:46::785,665654413,270.010
2025/11/16 23:44:46::786,665654416,269.204
2025/11/16 23:44:46::786,665654419,278.876
2025/11/16 23:44:46::786,665654421,277.264
2025/11/16 23:44:46::786,665654424,278.876
2025/11/16 23:44:46::786,665654427,273.234
2025/11/16 23:44:46::786,665654429,275.652
2025/11/16 23:44:46::786,665654432,275.652
2025/11/16 23:44:46::786,665654434,275.652
2025/11/16 23:44:46::786,665654437,275.652
2025/11/16 23:44:46::787,665657367,209.560
2025/11/16 23:44:46::788,665657369,224.874
2025/11/16 23:44:46::788,665657372,236.964
2025/11/16 23:44:46::788,665657375,247.442
2025/11/16 23:44:46::788,665657377,251.472
2025/11/16 23:44:46::788,665657380,255.502
2025/11/16 23:44:46::788,665657382,255.502
2025/11/16 23:44:46::788,665657385,262.756
2025/11/16 23:44:46::789,665657388,265.174
2025/11/16 23:44:46::789,665657390,266.786
2025/11/16 23:44:46::789,665657393,269.204
2025/11/16 23:44:46::789,665657395,270.816
2025/11/16 23:44:46::789,665657398,270.816
2025/11/16 23:44:46::789,665657401,273.234
2025/11/16 23:44:46::789,665657403,274.040
2025/11/16 23:44:46::789,665657406,273.234
2025/11/16 23:44:46::789,665657409,277.264
2025/11/16 23:44:46::789,665657411,270.010
2025/11/16 23:44:46::789,665657414,280.488
2025/11/16 23:44:46::789,665657416,275.652
2025/11/16 23:44:46::806,665660391,226.486
2025/11/16 23:44:46::806,665660393,235.352
2025/11/16 23:44:46::806,665660396,249.054
2025/11/16 23:44:46::806,665660399,255.502
2025/11/16 23:44:46::806,665660401,258.726
2025/11/16 23:44:46::806,665660404,262.756
2025/11/16 23:44:46::806,665660407,265.980
2025/11/16 23:44:46::806,665660409,268.398
2025/11/16 23:44:46::806,665660412,270.010
2025/11/16 23:44:46::806,665660414,271.622
2025/11/16 23:44:46::806,665660417,273.234
2025/11/16 23:44:46::806,665660420,276.458
2025/11/16 23:44:46::806,665660422,273.234
2025/11/16 23:44:46::806,665660425,274.846
2025/11/16 23:44:46::806,665660427,275.652
2025/11/16 23:44:46::806,665660430,277.264
2025/11/16 23:44:46::806,665660433,278.070
2025/11/16 23:44:46::806,665660435,282.100
2025/11/16 23:44:46::806,665660438,272.428
2025/11/16 23:44:46::806,665660441,283.712
2025/11/16 23:44:46::806,665663407,238.576
2025/11/16 23:44:46::806,665663409,246.636
2025/11/16 23:44:46::806,665663412,253.890
2025/11/16 23:44:46::806,665663415,259.532
2025/11/16 23:44:46::806,665663417,261.144
2025/11/16 23:44:46::806,665663420,270.816
2025/11/16 23:44:46::806,665663423,264.368
2025/11/16 23:44:46::806,665663425,270.816
2025/11/16 23:44:46::806,665663428,274.040
2025/11/16 23:44:46::806,665663430,274.846
2025/11/16 23:44:46::806,665663433,277.264
2025/11/16 23:44:46::806,665663436,275.652
2025/11/16 23:44:46::806,665663438,278.070
2025/11/16 23:44:46::806,665663441,277.264
2025/11/16 23:44:46::806,665663444,278.876
2025/11/16 23:44:46::806,665663446,279.682
2025/11/16 23:44:46::806,665663449,280.488
2025/11/16 23:44:46::806,665663456,278.070
2025/11/16 23:44:46::806,665663459,279.682
2025/11/16 23:44:46::806,665663462,275.652
2025/11/16 23:44:46::806,665666409,240.188
2025/11/16 23:44:46::806,665666411,248.248
2025/11/16 23:44:46::806,665666414,254.696
2025/11/16 23:44:46::806,665666416,260.338
2025/11/16 23:44:46::806,665666419,258.726
2025/11/16 23:44:46::806,665666422,267.592
2025/11/16 23:44:46::806,665666424,274.040
2025/11/16 23:44:46::806,665666427,274.040
2025/11/16 23:44:46::806,665666430,274.846
2025/11/16 23:44:46::806,665666432,275.652
2025/11/16 23:44:46::806,665666435,275.652
2025/11/16 23:44:46::807,665666437,276.458
2025/11/16 23:44:46::807,665666440,278.070
2025/11/16 23:44:46::807,665666443,278.876
2025/11/16 23:44:46::807,665666445,279.682
2025/11/16 23:44:46::807,665666448,278.070
2025/11/16 23:44:46::807,665666456,273.234
2025/11/16 23:44:46::807,665666459,277.264
2025/11/16 23:44:46::807,665666462,280.488
2025/11/16 23:44:46::807,665666464,278.070
2025/11/16 23:44:46::807,665669408,246.636
2025/11/16 23:44:46::807,665669410,242.606
2025/11/16 23:44:46::807,665669413,257.920
2025/11/16 23:44:46::807,665669416,259.532
2025/11/16 23:44:46::807,665669418,263.562
2025/11/16 23:44:46::807,665669421,265.174
2025/11/16 23:44:46::807,665669424,268.398
2025/11/16 23:44:46::807,665669426,271.622
2025/11/16 23:44:46::807,665669429,272.428
2025/11/16 23:44:46::807,665669431,271.622
2025/11/16 23:44:46::807,665669434,274.846
2025/11/16 23:44:46::807,665669437,274.846
2025/11/16 23:44:46::807,665669439,274.846
2025/11/16 23:44:46::807,665669442,277.264
2025/11/16 23:44:46::807,665669445,281.294
2025/11/16 23:44:46::807,665669447,273.234
2025/11/16 23:44:46::807,665669450,278.876
2025/11/16 23:44:46::807,665669456,274.846
2025/11/16 23:44:46::807,665669459,278.070
2025/11/16 23:44:46::807,665669462,277.264
2025/11/16 23:44:46::807,665672395,225.680
2025/11/16 23:44:46::807,665672397,245.830
2025/11/16 23:44:46::807,665672400,240.994
2025/11/16 23:44:46::807,665672403,253.890
2025/11/16 23:44:46::807,665672405,258.726
2025/11/16 23:44:46::807,665672408,261.950
2025/11/16 23:44:46::807,665672411,264.368
2025/11/16 23:44:46::807,665672413,266.786
2025/11/16 23:44:46::807,665672416,268.398
2025/11/16 23:44:46::807,665672418,270.816
2025/11/16 23:44:46::807,665672421,271.622
2025/11/16 23:44:46::807,665672424,273.234
2025/11/16 23:44:46::807,665672426,274.040
2025/11/16 23:44:46::807,665672429,274.040
2025/11/16 23:44:46::807,665672432,274.846
2025/11/16 23:44:46::807,665672434,275.652
2025/11/16 23:44:46::807,665672437,278.876
2025/11/16 23:44:46::807,665672439,271.622
2025/11/16 23:44:46::807,665672442,280.488
2025/11/16 23:44:46::807,665672445,271.622
2025/11/16 23:44:46::807,665675393,210.366
2025/11/16 23:44:46::807,665675396,224.068
2025/11/16 23:44:46::807,665675398,233.740
2025/11/16 23:44:46::807,665675401,240.994
2025/11/16 23:44:46::807,665675404,247.442
2025/11/16 23:44:46::807,665675406,254.696
2025/11/16 23:44:46::807,665675409,256.308
2025/11/16 23:44:46::807,665675412,265.174
2025/11/16 23:44:46::807,665675414,264.368
2025/11/16 23:44:46::807,665675417,265.980
2025/11/16 23:44:46::807,665675419,266.786
2025/11/16 23:44:46::807,665675422,269.204
2025/11/16 23:44:46::807,665675425,271.622
2025/11/16 23:44:46::807,665675427,273.234
2025/11/16 23:44:46::807,665675430,267.592
2025/11/16 23:44:46::807,665675433,274.846
2025/11/16 23:44:46::807,665675435,277.264
2025/11/16 23:44:46::807,665675438,274.846
2025/11/16 23:44:46::807,665675440,274.846
2025/11/16 23:44:46::807,665675443,272.428
2025/11/16 23:44:46::809,665678382,213.590
2025/11/16 23:44:46::809,665678384,226.486
2025/11/16 23:44:46::809,665678387,236.158
2025/11/16 23:44:46::809,665678390,242.606
2025/11/16 23:44:46::809,665678392,249.860
2025/11/16 23:44:46::809,665678395,254.696
2025/11/16 23:44:46::809,665678397,258.726
2025/11/16 23:44:46::809,665678400,262.756
2025/11/16 23:44:46::809,665678403,265.174
2025/11/16 23:44:46::809,665678405,271.622
2025/11/16 23:44:46::809,665678408,270.010
2025/11/16 23:44:46::810,665678411,272.428
2025/11/16 23:44:46::810,665678413,273.234
2025/11/16 23:44:46::810,665678416,274.040
2025/11/16 23:44:46::810,665678418,274.040
2025/11/16 23:44:46::810,665678421,274.846
2025/11/16 23:44:46::810,665678424,275.652
2025/11/16 23:44:46::810,665678426,276.458
2025/11/16 23:44:46::810,665678429,277.264
2025/11/16 23:44:46::810,665678432,275.652
2025/11/16 23:44:46::811,665681348,228.098
2025/11/16 23:44:46::812,665681351,238.576
2025/11/16 23:44:46::812,665681353,247.442
2025/11/16 23:44:46::812,665681356,253.890
2025/11/16 23:44:46::812,665681358,258.726
2025/11/16 23:44:46::812,665681361,258.726
2025/11/16 23:44:46::812,665681364,266.786
2025/11/16 23:44:46::812,665681366,268.398
2025/11/16 23:44:46::812,665681369,271.622
2025/11/16 23:44:46::812,665681372,271.622
2025/11/16 23:44:46::812,665681374,273.234
2025/11/16 23:44:46::813,665681377,273.234
2025/11/16 23:44:46::813,665681380,274.846
2025/11/16 23:44:46::813,665681382,275.652
2025/11/16 23:44:46::813,665681385,275.652
2025/11/16 23:44:46::813,665681387,275.652
2025/11/16 23:44:46::813,665681390,277.264
2025/11/16 23:44:46::813,665681393,277.264
2025/11/16 23:44:46::813,665681395,272.428
2025/11/16 23:44:46::813,665681398,273.234
2025/11/16 23:44:46::814,665684375,240.188
2025/11/16 23:44:46::815,665684377,249.054
2025/11/16 23:44:46::815,665684380,254.696
2025/11/16 23:44:46::815,665684383,260.338
2025/11/16 23:44:46::815,665684385,265.174
2025/11/16 23:44:46::815,665684388,267.592
2025/11/16 23:44:46::815,665684391,269.204
2025/11/16 23:44:46::815,665684393,271.622
2025/11/16 23:44:46::816,665684396,275.652
2025/11/16 23:44:46::816,665684398,273.234
2025/11/16 23:44:46::816,665684401,281.294
2025/11/16 23:44:46::816,665684404,278.876
2025/11/16 23:44:46::816,665684406,278.070
2025/11/16 23:44:46::816,665684409,278.876
2025/11/16 23:44:46::816,665684412,278.876
2025/11/16 23:44:46::816,665684414,279.682
2025/11/16 23:44:46::816,665684417,279.682
2025/11/16 23:44:46::816,665684419,278.876
2025/11/16 23:44:46::816,665684422,280.488
2025/11/16 23:44:46::816,665684425,280.488
2025/11/16 23:44:46::817,665687393,240.188
2025/11/16 23:44:46::818,665687396,248.248
2025/11/16 23:44:46::818,665687398,253.890
2025/11/16 23:44:46::818,665687401,260.338
2025/11/16 23:44:46::818,665687404,262.756
2025/11/16 23:44:46::818,665687406,267.592
2025/11/16 23:44:46::818,665687409,273.234
2025/11/16 23:44:46::819,665687412,271.622
2025/11/16 23:44:46::819,665687414,277.264
2025/11/16 23:44:46::819,665687417,277.264
2025/11/16 23:44:46::819,665687419,277.264
2025/11/16 23:44:46::819,665687422,278.070
2025/11/16 23:44:46::819,665687425,278.876
2025/11/16 23:44:46::819,665687427,278.876
2025/11/16 23:44:46::819,665687430,279.682
2025/11/16 23:44:46::819,665687433,278.876
2025/11/16 23:44:46::819,665687435,281.294
2025/11/16 23:44:46::819,665687438,280.488
2025/11/16 23:44:46::819,665687440,279.682
2025/11/16 23:44:46::819,665687443,281.294
2025/11/16 23:44:46::821,665690393,235.352
2025/11/16 23:44:46::821,665690395,240.188
2025/11/16 23:44:46::821,665690398,252.278
2025/11/16 23:44:46::821,665690401,257.114
2025/11/16 23:44:46::821,665690403,261.144
2025/11/16 23:44:46::821,665690406,265.174
2025/11/16 23:44:46::821,665690409,266.786
2025/11/16 23:44:46::822,665690411,269.204
2025/11/16 23:44:46::822,665690414,270.816
2025/11/16 23:44:46::822,665690416,272.428
2025/11/16 23:44:46::822,665690419,271.622
2025/11/16 23:44:46::822,665690422,273.234
2025/11/16 23:44:46::822,665690424,278.876
2025/11/16 23:44:46::822,665690427,271.622
2025/11/16 23:44:46::822,665690430,280.488
2025/11/16 23:44:46::822,665690432,272.428
2025/11/16 23:44:46::822,665690435,278.876
2025/11/16 23:44:46::822,665690438,279.682
2025/11/16 23:44:46::822,665690440,279.682
2025/11/16 23:44:46::822,665690443,278.876
2025/11/16 23:44:46::840,665693390,220.844
2025/11/16 23:44:46::840,665693392,228.904
2025/11/16 23:44:46::840,665693395,239.382
2025/11/16 23:44:46::840,665693398,245.830
2025/11/16 23:44:46::840,665693400,253.084
2025/11/16 23:44:46::840,665693403,256.308
2025/11/16 23:44:46::840,665693406,260.338
2025/11/16 23:44:46::840,665693408,264.368
2025/11/16 23:44:46::840,665693411,261.950
2025/11/16 23:44:46::840,665693413,268.398
2025/11/16 23:44:46::840,665693416,273.234
2025/11/16 23:44:46::840,665693419,269.204
2025/11/16 23:44:46::840,665693421,274.040
2025/11/16 23:44:46::840,665693424,273.234
2025/11/16 23:44:46::840,665693427,274.846
2025/11/16 23:44:46::840,665693429,277.264
2025/11/16 23:44:46::840,665693432,276.458
2025/11/16 23:44:46::840,665693434,277.264
2025/11/16 23:44:46::840,665693437,277.264
2025/11/16 23:44:46::840,665693440,277.264
2025/11/16 23:44:46::840,665696386,208.754
2025/11/16 23:44:46::840,665696388,222.456
2025/11/16 23:44:46::840,665696391,232.128
2025/11/16 23:44:46::840,665696393,240.994
2025/11/16 23:44:46::840,665696396,247.442
2025/11/16 23:44:46::840,665696399,253.084
2025/11/16 23:44:46::840,665696401,257.920
2025/11/16 23:44:46::840,665696404,261.144
2025/11/16 23:44:46::840,665696407,272.428
2025/11/16 23:44:46::840,665696409,266.786
2025/11/16 23:44:46::840,665696412,270.010
2025/11/16 23:44:46::840,665696414,274.846
2025/11/16 23:44:46::840,665696417,273.234
2025/11/16 23:44:46::840,665696420,272.428
2025/11/16 23:44:46::840,665696422,274.040
2025/11/16 23:44:46::840,665696425,274.846
2025/11/16 23:44:46::840,665696428,275.652
2025/11/16 23:44:46::840,665696430,275.652
2025/11/16 23:44:46::840,665696433,274.846
2025/11/16 23:44:46::840,665696436,275.652
2025/11/16 23:44:46::840,665699403,223.262
2025/11/16 23:44:46::840,665699406,233.740
2025/11/16 23:44:46::840,665699408,242.606
2025/11/16 23:44:46::840,665699411,249.860
2025/11/16 23:44:46::840,665699414,254.696
2025/11/16 23:44:46::840,665699416,259.532
2025/11/16 23:44:46::840,665699419,261.144
2025/11/16 23:44:46::840,665699421,266.786
2025/11/16 23:44:46::840,665699424,268.398
2025/11/16 23:44:46::840,665699427,264.368
2025/11/16 23:44:46::840,665699429,272.428
2025/11/16 23:44:46::841,665699432,274.040
2025/11/16 23:44:46::841,665699435,269.204
2025/11/16 23:44:46::841,665699437,274.846
2025/11/16 23:44:46::841,665699440,275.652
2025/11/16 23:44:46::841,665699442,277.264
2025/11/16 23:44:46::841,665699445,277.264
2025/11/16 23:44:46::841,665699448,277.264
2025/11/16 23:44:46::841,665699456,270.816
2025/11/16 23:44:46::841,665699459,273.234
2025/11/16 23:44:46::841,665702396,233.740
2025/11/16 23:44:46::841,665702398,244.218
2025/11/16 23:44:46::841,665702401,249.860
2025/11/16 23:44:46::841,665702404,251.472
2025/11/16 23:44:46::841,665702406,265.980
2025/11/16 23:44:46::841,665702409,268.398
2025/11/16 23:44:46::841,665702411,269.204
2025/11/16 23:44:46::841,665702414,270.816
2025/11/16 23:44:46::841,665702417,270.816
2025/11/16 23:44:46::841,665702419,274.040
2025/11/16 23:44:46::841,665702422,274.846
2025/11/16 23:44:46::841,665702425,274.846
2025/11/16 23:44:46::841,665702427,276.458
2025/11/16 23:44:46::841,665702430,277.264
2025/11/16 23:44:46::841,665702432,277.264
2025/11/16 23:44:46::841,665702435,278.070
2025/11/16 23:44:46::841,665702438,278.876
2025/11/16 23:44:46::841,665702440,279.682
2025/11/16 23:44:46::841,665702443,272.428
2025/11/16 23:44:46::841,665702446,279.682
2025/11/16 23:44:46::841,665705379,240.188
2025/11/16 23:44:46::841,665705381,249.054
2025/11/16 23:44:46::841,665705384,256.308
2025/11/16 23:44:46::841,665705387,260.338
2025/11/16 23:44:46::841,665705389,259.532
2025/11/16 23:44:46::841,665705392,267.592
2025/11/16 23:44:46::841,665705395,273.234
2025/11/16 23:44:46::841,665705397,266.786
2025/11/16 23:44:46::841,665705400,274.040
2025/11/16 23:44:46::841,665705402,277.264
2025/11/16 23:44:46::841,665705405,277.264
2025/11/16 23:44:46::841,665705408,278.070
2025/11/16 23:44:46::841,665705410,278.876
2025/11/16 23:44:46::841,665705413,278.876
2025/11/16 23:44:46::841,665705416,279.682
2025/11/16 23:44:46::841,665705418,279.682
2025/11/16 23:44:46::841,665705421,279.682
2025/11/16 23:44:46::841,665705423,280.488
2025/11/16 23:44:46::841,665705426,285.324
2025/11/16 23:44:46::841,665705429,278.070
2025/11/16 23:44:46::841,665708364,241.800
2025/11/16 23:44:46::841,665708366,251.472
2025/11/16 23:44:46::842,665708369,256.308
2025/11/16 23:44:46::842,665708372,261.950
2025/11/16 23:44:46::842,665708374,265.174
2025/11/16 23:44:46::842,665708377,267.592
2025/11/16 23:44:46::842,665708380,270.816
2025/11/16 23:44:46::842,665708382,272.428
2025/11/16 23:44:46::842,665708385,272.428
2025/11/16 23:44:46::842,665708387,269.204
2025/11/16 23:44:46::842,665708390,278.070
2025/11/16 23:44:46::842,665708393,274.846
2025/11/16 23:44:46::842,665708395,278.070
2025/11/16 23:44:46::842,665708398,279.682
2025/11/16 23:44:46::842,665708401,279.682
2025/11/16 23:44:46::842,665708403,279.682
2025/11/16 23:44:46::842,665708406,280.488
2025/11/16 23:44:46::842,665708408,280.488
2025/11/16 23:44:46::842,665708411,280.488
2025/11/16 23:44:46::842,665708414,280.488
2025/11/16 23:44:46::842,665711387,232.128
2025/11/16 23:44:46::842,665711389,241.800
2025/11/16 23:44:46::842,665711392,249.054
2025/11/16 23:44:46::842,665711395,255.502
2025/11/16 23:44:46::842,665711397,260.338
2025/11/16 23:44:46::842,665711400,262.756
2025/11/16 23:44:46::842,665711402,277.264
2025/11/16 23:44:46::842,665711405,265.174
2025/11/16 23:44:46::842,665711408,274.846
2025/11/16 23:44:46::842,665711410,273.234
2025/11/16 23:44:46::842,665711413,274.040
2025/11/16 23:44:46::843,665711416,276.458
2025/11/16 23:44:46::843,665711418,275.652
2025/11/16 23:44:46::843,665711421,275.652
2025/11/16 23:44:46::843,665711424,277.264
2025/11/16 23:44:46::843,665711426,278.070
2025/11/16 23:44:46::843,665711429,278.876
2025/11/16 23:44:46::843,665711431,278.070
2025/11/16 23:44:46::843,665711434,279.682
2025/11/16 23:44:46::843,665711437,279.682
2025/11/16 23:44:46::844,665714390,208.754
2025/11/16 23:44:46::845,665714393,221.650
2025/11/16 23:44:46::845,665714395,226.486
2025/11/16 23:44:46::845,665714398,240.994
2025/11/16 23:44:46::845,665714400,252.278
2025/11/16 23:44:46::845,665714403,251.472
2025/11/16 23:44:46::845,665714406,259.532
2025/11/16 23:44:46::846,665714408,261.950
2025/11/16 23:44:46::846,665714411,264.368
2025/11/16 23:44:46::846,665714413,267.592
2025/11/16 23:44:46::846,665714416,269.204
2025/11/16 23:44:46::846,665714419,271.622
2025/11/16 23:44:46::846,665714421,272.428
2025/11/16 23:44:46::846,665714424,273.234
2025/11/16 23:44:46::846,665714427,273.234
2025/11/16 23:44:46::846,665714429,265.980
2025/11/16 23:44:46::846,665714432,274.846
2025/11/16 23:44:46::846,665714434,280.488
2025/11/16 23:44:46::846,665714437,278.876
2025/11/16 23:44:46::846,665714440,276.458
2025/11/16 23:44:46::847,665717390,212.784
2025/11/16 23:44:46::848,665717393,219.232
2025/11/16 23:44:46::848,665717395,238.576
2025/11/16 23:44:46::848,665717398,245.024
2025/11/16 23:44:46::848,665717401,251.472
